Position,Company,Salary,Min-Salary,Max-Salary,City,Empirical,Education,Work Nature,Advantage,Detail,Address,Coordinate
C/C++开发工程师,多贝网,15k-25k,15k,25k,北京,应届毕业生,本科及以上,全职,六险一金 免费午餐 不打卡 都是年轻人,"职位描述：Ø高性能流媒体服务器研发；Ø可靠网络传输中间件的研发；Ø系统架构优化和性能提高；任职要求：Ø2019年应届毕业生，计算机相关专业优先；Ø热爱研发工作，对技术有热情；Ø熟悉C++，熟悉Linux开发环境；Ø熟悉TCP/IP协议原理和工作过程，了解RTMP,RTP，HLS等流媒体协议优先，了解WebRTC技术者优先。【关于我们】90后团队+90%程序员+独立／自由／开放/自驱的工程师文化=多贝云我们为在线教育公司提供全套技术解决方案。从点播到直播，从延时直播到交互直播，从PC到移动端，从网页到原生客户端，从虚拟教室插件到全功能网校，我们都要做到最好。每天，部署于十几个国家的上万台服务器服务于世界各地的几十万老师和学生，让教育打破时间和空间的界限。我们拼技术，用技术解决教育实际问题；我们拼技术，把爱好变工作；我们拼技术，踏踏实实赚money！*每天有40W+的课程，并发10W+人*全球上百节点，数千台服务器*大量的国际带宽采购*只要有意愿、有能力，就可以尝试、探索新技术，绝对有足够的空间，足够的挑战。【公司气氛】都是年轻人，六险一金、双休、弹性工作、不打卡、上班打台球零食无限，自助餐管饱、娱乐活动管够（包括但不局限于台球，桌上足球，游戏机，飞镖，专人茶艺服务，钢琴，吉他等。）工作日teambuilding",北京丹棱街18号创富大厦611室,"(115.99339, 39.99426)"
C/C++开发工程师,图丰信息-成都研发部,8k-16k,8k,16k,成都,5-10年,本科及以上,全职,"美国公司,潜力巨大","岗位职责:1.参与数据存储、交易和支付项目的需求分析、功能设计和开发；2.根据开发进度和任务，按时、保质保量的完成模块的设计和开发工作；3.配合测试人员对项目进行调试、Bug修复和优化任职要求：1.本科及以上学历，计算机相关专业；2.4年以上C++开发经验；熟悉区块链原理机制；3.熟悉Linux环境，了解linux环境下基本的调试和命令；4.熟悉常见数据结构和常用算法，有一种关系型数据库(Oracle,MySQL)使用经验；5.熟悉分布式存储机制者优先；有QT开发和NodeJS开发经验优先；6.英语熟练，能与国外同事进行交流协作。Responsibilities:1.Beinvolvedindatastorage,payment,requirementanalysis,functiondesignanddevelopment;2.Accordingtothedevelopmentstageandtasks,finishthedesignanddevelopmentofmodelwithgoodqualityandquantitytimely;3.Collaboratewithtesterstofixbugs,optimizationanddebug.Qualifications:1.Bachelor’sdegreeandabove,computersciencerelatedfield;2.4+yearsofworkingexperience;befamiliarwiththeroyandmechanismofblockchain;3.BefamiliarwithLinuxworkingenvironment,understandthebasicdebugandorderinLinuxenvironment;4.Familiaritywithcommondatastructuresandalgorithms;experienceinOracle,MySQL;5.Befamiliarwithdistributedstoragesystemisaplus,handsonexperienceinQTandNodeJSisaplus;6.GoodinwrittenandverbalEnglishcommunication,noproblemincommunicatingwithforeigncolleagues.",成都一环路北一段99号,"(104.048671, 30.683213)"
C/C++工程师,游龙科技长沙研发中心,5k-8k,5k,8k,长沙,1-3年,本科及以上,全职,"五险一金,双休,年终奖金,提供午餐",职位描述：负责使用C/C++技术开发物联网相关应用岗位要求：1、扎实的C/C++基础知识。2、一年以上嵌入式linux网络程序开发经验，熟悉openwrt&dd-wrt者优先。3、精通计算机网络架构以及常用网络协议，了解路由及交换原理。4、有单片机开发经验者优先。,长沙劳动西路308号凯华大厦B栋12楼1202,"(112.983237, 28.172947)"
资深流媒体C/C++软件研发工...,NeuLion中国,25k-35k,25k,35k,上海,5-10年,本科及以上,全职,"免费看球,出国机会,五险一金,带薪年假","工作职责：•流媒体平台产品开发，包括图形图像识别,音频分析,机器学习,流媒体信号采集与播放,编解码,数据传输及存储等技术.•研发与维护流媒体平台中的产品.包括软件设计,编码,单元测试等.•与全球运营团队协作,进行troubleshooting和debug的工作.保证平台运行良好.•与全球其他研发团队协作,共同保证整个流媒体平台的稳定性.任职要求：•热爱互联网视频和流媒体技术的软件开发•熟悉C/C++语言，有Windows/Linux/嵌入式平台的开发经验；•熟悉视频编解码技术、视频文件格式及传输协议H264/H265/AAC,HLS/DASH/HTTP/RTMP•有H265、4K流媒体编解码经验优先•有低延时,DRM,HDR开发经验优先•有高性能互联网视频分发传输经验优先•有超大规模、多数据中心视频存储经验优先我们寻找这样的同事：·热爱互联网视频和流媒体技术的软件开发；·身体健康，品行端正，良好的敬业精神和团队合作精神；·计算机、网络通信、电子工程及相关专业本科及以上学历；加入我们：·您将有机会与全球著名的体育和娱乐巨头等NeuLion合作伙伴同事，参与构建其激动人心的新媒体发展业务平台；·您将有机会融入NeuLion全球开发团队，与来自不同国家和地区的优秀研发人员一起成就您的职业发展；·您将有机会分享NeuLion的发展与成就，与我们全球同事一起创建和享受开放、激情和友爱的企业文化。",上海天山西路567号神州智慧天地8层D室,"(121.356759, 31.217744)"
C语言开发工程师,惠尔丰/Verifone,6k-10k,6k,10k,福州,1-3年,本科及以上,全职,"发展前景好,公司项目多,学习新技术",岗位职责:1、主要负责POS产品的软件安全组件(C语言实现)的设计开发、各个组织银行卡内核(C语言实现)的设计开发，并负责安全认证和各银行卡组织认证；2、参与产品中的安全方案设计，参与客户的安全方案需求评审，并进行定制开发。3、其他POS产品中间组件的开发。4、完成日常开发工作，解决开发中的技术问题。任职资格:1、计算机、电子、通信等相关专业，本科学历以上；2、有两年以上的C语言开发经验或者在校期间有参与C语言开发实践的优秀毕业生；3、熟练掌握C/C++编程语言，有良好的编程习惯、工作习惯；4、熟悉嵌入式软件的开发流程。5、了解安全加密算法的使用、POS产品的相关规范、IC卡相关规范，有行业经验优先；,福州软件园C区39号楼B座2层,"(119.273821, 26.111991)"
C/C++工程师（客户端+可接受...,安徽云森物联网科技有限公司研发中心,5k-10k,5k,10k,合肥,1-3年,本科及以上,全职,"五险一金,双休,注重人才,包住",1.计算机相关专业毕业，有志于C++、C#、QT、WPF开发；2.熟悉软件框架设计、熟悉掌握QT库及架构；3.C/C++基本功扎实，熟悉QT架构或熟悉opencv开发；4.熟悉面向对象设计思想，熟悉各种常用设计模式，具有独立的模块设计能力优先；能独立设计小程序优先；5.熟悉常见图像处理或计算机视觉开源库如OpenCV等优先；6.熟悉WPF框架的各种基本概念（包括XAML、依赖项属性、绑定等）；具备WPF自定义控件开发能力。,合肥安徽省合肥市经开区桃花工业园繁华大道与文山路交口处,"(117.143641, 31.782523)"
C/C++,布洛城,15k-30k,15k,30k,深圳,3-5年,本科及以上,全职,"福利好,待遇好,发展快,项目好",您需要：1.负责Linux下后台系统的设计和开发，实现产品功能；2.参与相关产品需求讨论与产品系统架构的优化工作。希望您：1.本科及以上学历，计算机相关专业，3年以上开发经验；2.熟练掌握一门编程语言（C/C++、GO、Java或Python等都可以）3.熟悉相关协议，TCP、UDP、OSPF、BGP等，熟悉overlay网络相关技术；4.良好的沟通理解能力与解决问题的能力，具备突出的学习能力，有团队合作精神。加分项：1.具有名校名企背景，热衷学习新知识，乐于接受挑战；2.熟悉Mysql，Redis等开源组件的管理、开发、调优；3.具有大型网络的设计与搭建、运维，具有高并发后台服务开发经验；4.有分布式文件存储系统开发经验，接触过fastdfs、Openstack、k8s网络模块。,深圳微软科通大厦23B,"(113.940586, 22.52691)"
C/C++软件开发工程师,国科欣翼研发部,12k-15k,12k,15k,北京,1-3年,本科及以上,全职,氛围好 行业大牛 资质齐全 激光应用专家,岗位职责1)参与系统总体方案设计；2)参与软件接口协调；3)负责自动化测试系统、生产管理系统软件开发、测试，配合系统或部件测试、联试；4)负责处理软件部署、系统联试问题和技术支持；5)产品持续改进。任职要求1)本科以上学历，软件、电子、通信、无线电等相关专业，三年左右工作经验，熟练阅读英文技术资料；2)熟悉软件项目开发流程和VS集成开发环境，具有MySQL的使用和开发经验，熟练掌握数据库的DDL、DML，精通C++，掌握面向对象编程和常用设计模式；熟练使用MFC和QT开发框架；3)具有一定软件工程经验，熟悉GJB国军标质量管理体系；4)思维敏捷，具有较强的学习能力；5)具有良好的沟通、理解能力和良好的协作意识，具有团队合作精神；6)工作积极主动，具有高度责任感。,北京中关村东路骏马写字楼,"(116.332469, 39.98078)"
C/C++开发工程师,捷视飞通研发部,10k-16k,10k,16k,深圳,3-5年,本科及以上,全职,"待遇优,奖金高,福利多,氛围好",岗位职责：1、负责应用软件的开发和维护工作；2、完成软件模块设计、编码和测试工作；3、撰写相关的开发文档；任职要求：1、2-5年C/C++开发经验，计算机、通信、软件工程等相关专业，本科及以上学历；2、热爱软件开发工作，熟悉软件设计的理论、实践和工具；3、熟练掌握c/c++开发语言，熟悉windows和linux操作系统原理和应用；4、掌握多线程、套接字等编程技巧；5、有做过音视频/媒体开发的优先。,深圳中山园路1001号TCL国际E城G2栋8层,"(113.927808, 22.574948)"
C/C++服务端开发(中级，高级),飞跑科技研发部,15k-25k,15k,25k,广州,5-10年,大专及以上,全职,"五险一金,年底双薪,前景好,福利齐全",1、负责棋牌游戏服务端框架开发2、与前台和后台进行数据交互，根据需求增加功能模块3、完成子游戏功能修改开发4、对服务器架构和功能进行优化任职要求：1、熟悉面向对象的程序设计与开发，熟悉软件开发流程2、精通C/C++程序设计，具备有良好的程序编码能力3、熟练掌握常用数据结构和算法4、有采用棋牌游戏服务器开发经验者优先,广州琶洲中洲中心南塔,"(113.369458, 23.096849)"
C/C++软件开发工程师,思非电子开发部,9k-13k,9k,13k,武汉,1-3年,本科及以上,全职,双休、15天带薪年假,1.计算机或通信相关专业，3年以上Windows应用软件开发工作经验2.精通C/C++语言，熟练使用VisualStudio等开发工具；熟悉网络通讯、数据库、界面等方面开发3.能够独立完成项目的系统分析、架构设计和模块划分4.较强的组织、沟通、协调能力，强烈的责任感，追求产品和技术的完美5.有Windows底层、音视频处理开发经验者优先福利待遇：五险一金双休制（周六、周日）15天带薪年休假结婚、生育礼金关怀年终奖丰厚过节费丰富多彩的员工活动,武汉光谷总部国际5栋601,"(114.417229, 30.480938)"
